Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2018.00,5000.00,Petrol,Manual,First,18.6 ,1197,81.83,5.00,6500.00
2014.00,66000.00,Diesel,Manual,First,26.0 ,1498,98.6,5.00,5700.00
2013.00,119000.00,Diesel,Manual,First,12.99 ,2494,100,8.00,8000.00
2016.00,45000.00,Petrol,Manual,First,25.17 ,799,53.3,5.00,2600.00
2009.00,66149.00,Petrol,Manual,First,19.0 ,998,66.1,5.00,2450.00
2014.00,42070.00,Petrol,Automatic,First,14.8 ,1595,120.7,5.00,11570.00
2012.00,35503.00,Petrol,Manual,First,18.9 ,998,67.1,5.00,2300.00
2016.00,41460.00,Diesel,Manual,First,25.2 ,1248,74,5.00,5900.00
2015.00,40600.00,Petrol,Automatic,First,17.0 ,1591,121.3,5.00,7200.00
2013.00,87000.00,Diesel,Automatic,First,22.0 ,1582,126.2,5.00,5900.00
2014.00,30000.00,Petrol,Manual,Second,16.8 ,1497,116.3,5.00,6000.00
2010.00,27089.00,Petrol,Manual,First,16.0 ,1086,66.7,5.00,1950.00
2016.00,53702.00,Diesel,Manual,First,23.59 ,1364,67.04,5.00,6550.00
2015.00,51000.00,Diesel,Automatic,First,27.03 ,1969,190,5.00,25000.00
2012.00,36542.00,Diesel,Manual,First,20.0 ,1399,68.05,5.00,2650.00
2017.00,15000.00,Diesel,Automatic,First,13.0 ,2987,265,5.00,69500.00
2012.00,65000.00,Diesel,Automatic,First,22.69 ,1995,190,5.00,14000.00
2014.00,32000.00,Petrol,Manual,Second,22.74 ,796,47.3,5.00,2100.00
2017.00,24393.00,Diesel,Manual,First,13.68 ,2393,147.8,7.00,20400.00
2019.00,1000.00,Petrol,Manual,First,18.78 ,999,75,5.00,5680.00
2014.00,28238.00,Petrol,Manual,First,13.24 ,1598,102.5,5.00,5550.00
2013.00,59000.00,Diesel,Manual,First,13.5 ,2477,175.56,7.00,12750.00
2012.00,92000.00,Petrol,Manual,Second,14.8 ,1799,130.2,5.00,3350.00
2013.00,56840.00,Petrol,Manual,First,22.74 ,796,47.3,5.00,1550.00
2013.00,62746.00,Diesel,Manual,Second,20.54 ,1598,103.6,5.00,5900.00
2012.00,96000.00,Diesel,Automatic,First,12.35 ,2179,187.74,5.00,18980.00
2014.00,24000.00,Petrol,Manual,First,13.7 ,1997,153.86,5.00,11510.00
2016.00,54000.00,Diesel,Manual,First,20.77 ,1248,88.76,7.00,7750.00
2016.00,90000.00,Diesel,Manual,First,12.99 ,2494,100.6,7.00,13900.00
2010.00,40000.00,Petrol,Manual,First,15.0 ,1368,90,5.00,1350.00
2015.00,65938.00,Diesel,Automatic,Second,12.07 ,2967,241.4,7.00,38000.00
2017.00,16100.00,Petrol,Automatic,First,17.1 ,1591,121.4,5.00,11600.00
2017.00,3600.00,Diesel,Automatic,First,21.5 ,1498,108.5,5.00,12250.00
2011.00,52000.00,Petrol,Manual,First,17.0 ,1497,118,5.00,3800.00
2014.00,54000.00,Diesel,Manual,First,20.0 ,1399,68.05,5.00,3250.00
2016.00,15399.00,Petrol,Manual,First,18.7 ,1199,88.7,5.00,6400.00
2012.00,75000.00,Petrol,Manual,Second,16.47 ,1198,73.9,5.00,3950.00
2010.00,76752.00,Petrol,Manual,First,17.4 ,1497,117.3,5.00,3570.00
2005.00,56000.00,Petrol,Manual,Second,17.7 ,1497,78,5.00,1250.00
2015.00,70000.00,CNG,Manual,First,26.2,998,58.2,5.00,3650.00
2013.00,46125.00,Petrol,Automatic,Second,12.0 ,2354,187.4,5.00,12500.00
2014.00,35000.00,Diesel,Automatic,Second,18.12 ,1995,190,5.00,23000.00
2003.00,80000.00,Diesel,Manual,Third,12.8 ,1489,35.5,5.00,1350.00
2012.00,62729.00,Diesel,Manual,First,12.05 ,2179,120,8.00,6320.00
2012.00,34000.00,Diesel,Manual,First,20.54 ,1598,103.6,5.00,3400.00
1999.00,70000.00,Petrol,Manual,Second,17.3 ,993,60,5.00,770.00
2009.00,32000.00,Petrol,Manual,First,16.1 ,796,37,4.00,900.00
2017.00,21000.00,Petrol,Automatic,First,14.28 ,1798,138.03,5.00,18000.00
2013.00,49000.00,Petrol,Automatic,First,14.59 ,1997,245,5.00,19000.00
2007.00,40000.00,Petrol,Manual,Third,13.8 ,1299,70,5.00,1100.00
2012.00,78000.00,Petrol,Manual,Second,18.6 ,1199,79.4,5.00,2000.00
2012.00,52000.00,Diesel,Manual,First,21.43 ,1364,86.79,5.00,6500.00
2014.00,65213.00,Diesel,Manual,First,16.0 ,2179,140,7.00,9450.00
2016.00,170000.00,Diesel,Manual,First,24.4 ,1120,71,5.00,4000.00
2017.00,36884.00,Diesel,Automatic,First,13.0 ,2143,204,5.00,32250.00
2009.00,62500.00,Petrol,Manual,First,20.36 ,1197,78.9,5.00,2100.00
2015.00,68000.00,Petrol,Automatic,Second,14.28 ,1798,138.03,5.00,9750.00
2014.00,40748.00,Petrol,Manual,First,14.53 ,1798,138,5.00,6300.00
2013.00,60000.00,Diesel,Automatic,First,17.32 ,1968,184,5.00,21000.00
2014.00,12400.00,Diesel,Manual,First,21.9 ,1396,88.8,5.00,4650.00
2013.00,87000.00,Diesel,Automatic,Second,19.27 ,2143,167.62,5.00,17000.00
2013.00,20248.00,Diesel,Manual,First,21.1 ,1248,73.9,5.00,4350.00
2017.00,52383.00,Diesel,Manual,First,19.67 ,1582,126.2,5.00,14820.00
2018.00,1000.00,Diesel,Automatic,First,13.6 ,1999,177,5.00,40000.00
2016.00,85000.00,Diesel,Manual,First,14.95 ,2489,93.7,7.00,6150.00
2014.00,47000.00,Diesel,Manual,First,12.99 ,2494,100.6,7.00,11250.00
2018.00,17585.00,Petrol,Automatic,First,19.16 ,2494,157.7,5.00,32000.00
2018.00,32496.00,Diesel,Automatic,First,13.22 ,2967,241.4,5.00,45620.00
2017.00,34613.00,Diesel,Manual,First,28.4 ,1248,74,5.00,6240.00
2015.00,153000.00,Diesel,Manual,First,20.77 ,1248,88.76,7.00,4800.00
2014.00,54000.00,Petrol,Manual,Second,16.1 ,1197,85,5.00,4500.00
2015.00,16900.00,Petrol,Manual,First,20.36 ,1197,78.9,5.00,3870.00
2013.00,62334.00,Petrol,Manual,First,20.36 ,1197,78.9,5.00,2750.00
2018.00,23714.00,Petrol,Manual,First,21.4 ,1197,83.1,5.00,6570.00
2010.00,52325.00,Petrol,Manual,First,16.36 ,1495,93.7,5.00,2000.00
2012.00,50000.00,Petrol,Manual,First,19.4 ,1198,86.8,5.00,3650.00
2016.00,55746.00,Diesel,Manual,First,22.9 ,1248,74,5.00,6950.00
2014.00,54000.00,Petrol,Manual,First,20.14 ,1197,81.86,5.00,5500.00
2013.00,43000.00,Diesel,Manual,First,16.0 ,2179,140,7.00,7000.00
2014.00,40000.00,Diesel,Automatic,First,13.0 ,2143,201.1,5.00,24000.00
2010.00,125000.00,Diesel,Automatic,Second,0.0 ,2179,115,5.00,11000.00
2016.00,51944.00,Diesel,Automatic,First,19.27 ,2143,170,5.00,32500.00
2015.00,46950.00,Diesel,Manual,First,21.27 ,1396,88.76,5.00,6450.00
2015.00,23000.00,Diesel,Automatic,First,19.3 ,1968,141,5.00,15750.00
2014.00,54546.00,Petrol,Manual,First,17.0 ,1497,118,5.00,5500.00
2015.00,51535.00,Diesel,Automatic,First,12.55 ,2982,168.5,7.00,19030.00
2013.00,45000.00,Diesel,Automatic,First,17.32 ,1968,184,5.00,15250.00
2012.00,46004.00,Petrol,Manual,First,20.92 ,998,67.1,5.00,2400.00
2011.00,124000.00,Diesel,Manual,First,23.03 ,1396,69,5.00,2300.00
2014.00,77395.00,Diesel,Automatic,First,17.11 ,1968,174.33,5.00,14350.00
2018.00,10600.00,CNG,Manual,First,33.44,796,40.3,4.00,3500.00
2018.00,22974.00,Petrol,Automatic,First,18.0 ,1497,117.3,5.00,11970.00
2009.00,89000.00,Petrol,Manual,Second,0.0 ,999,null,5.00,1600.00
2015.00,65012.00,Diesel,Manual,First,14.24 ,2755,174.5,7.00,18900.00
2017.00,17125.00,Petrol,Manual,First,18.9 ,1197,82,5.00,5400.00
2015.00,90413.00,Petrol,Manual,First,15.1 ,1196,73,7.00,2950.00
2013.00,37000.00,Petrol,Manual,First,16.47 ,1198,73.9,5.00,5100.00
2006.00,65000.00,Petrol,Manual,First,18.9 ,1061,67,5.00,1500.00
2011.00,66000.00,Petrol,Manual,First,17.0 ,1497,118,5.00,4900.00
2010.00,86000.00,Petrol,Manual,First,14.8 ,1799,130.2,5.00,2900.00
2005.00,98437.00,Petrol,Manual,First,13.0 ,1493,100,5.00,1150.00
2010.00,18000.00,Petrol,Manual,First,18.5 ,1197,80,5.00,2300.00
2018.00,35070.00,Diesel,Manual,First,24.0 ,1120,70,5.00,5990.00
2011.00,42000.00,Petrol,Automatic,Third,14.4 ,1598,103.6,5.00,3400.00
2009.00,40000.00,Petrol,Manual,First,20.36 ,1197,78.9,5.00,1700.00
2009.00,43000.00,Petrol,Manual,First,17.0 ,1197,80,5.00,1990.00
2012.00,65000.00,Petrol,Manual,First,18.6 ,1199,79.4,5.00,2500.00
2013.00,74000.00,Diesel,Manual,First,22.07 ,1199,73.9,5.00,4850.00
2010.00,51192.00,Petrol,Manual,First,15.6 ,1196,70,5.00,2650.00
2014.00,14262.00,Petrol,Automatic,First,9.9 ,1984,207.8,2.00,27350.00
2015.00,66339.00,Diesel,Manual,Second,25.1 ,1498,98.6,5.00,6900.00
2013.00,90200.00,Diesel,Manual,First,20.0 ,1399,68.05,5.00,3500.00
2015.00,57854.00,Diesel,Manual,First,12.99 ,2494,100.6,7.00,12500.00
2017.00,32000.00,Petrol,Automatic,First,19.12 ,1373,91.1,5.00,9200.00
2015.00,29631.00,Petrol,Automatic,First,18.9 ,1197,82,5.00,4900.00
2009.00,55005.00,Petrol,Manual,First,12.8 ,,,,3200.00
2014.00,54173.00,Petrol,Manual,First,18.88 ,999,123.24,5.00,5550.00
2014.00,50000.00,Petrol,Automatic,First,14.7 ,1798,177.6,5.00,13500.00
2010.00,145000.00,Diesel,Manual,First,20.4 ,1248,91.7,5.00,2600.00
2015.00,78000.00,Petrol,Manual,First,16.1 ,1298,88.2,5.00,4500.00
2013.00,65000.00,Diesel,Automatic,Second,11.8 ,2993,180,7.00,34000.00
2012.00,120000.00,Diesel,Manual,First,12.8 ,2494,102,7.00,12000.00
2015.00,14000.00,Diesel,Manual,First,28.4 ,1248,74,5.00,5250.00
2014.00,57456.00,Diesel,Automatic,First,17.68 ,1968,174.33,5.00,21560.00
2012.00,44450.00,Diesel,Automatic,First,22.48 ,1995,190,5.00,24680.00
2013.00,63777.00,Petrol,Manual,First,18.5 ,1197,82.9,5.00,3670.00
2016.00,31000.00,Diesel,Automatic,First,17.05 ,1995,190,5.00,29500.00
2012.00,60000.00,Petrol,Manual,First,17.6 ,1496,88.73,5.00,3100.00
2015.00,78008.00,Diesel,Manual,First,17.0 ,1405,70,5.00,2900.00
2014.00,33000.00,Diesel,Automatic,Second,0.0 ,2987,165,5.00,43000.00
2009.00,27078.00,Petrol,Automatic,First,10.98 ,1984,114.4,4.00,15950.00
2011.00,57275.00,Diesel,Manual,First,19.7 ,1598,103.6,5.00,4500.00
2014.00,45000.00,Diesel,Manual,First,24.0 ,1120,70,5.00,3490.00
2014.00,57319.00,Diesel,Manual,First,25.2 ,1248,74,5.00,4250.00
2008.00,121097.00,Diesel,Manual,Second,24.0 ,1396,88.76,5.00,1900.00
2011.00,89000.00,Diesel,Automatic,First,16.73 ,1995,218,5.00,16570.00
2012.00,72000.00,Petrol,Manual,First,17.0 ,1497,118,5.00,5750.00
2013.00,36000.00,Diesel,Automatic,Second,16.55 ,1968,147.51,5.00,14000.00
2013.00,86000.00,Diesel,Manual,Second,19.5 ,1248,75,5.00,2500.00
2002.00,85000.00,Petrol,Manual,First,13.0 ,1343,90,5.00,1200.00
2005.00,120000.00,Petrol,Manual,Second,15.5 ,1242,null,5.00,850.00
2013.00,37613.00,Diesel,Automatic,First,22.69 ,1995,190,5.00,13950.00
2007.00,100000.00,Petrol,Manual,First,16.6 ,1388,68,5.00,1600.00
2016.00,5240.00,Petrol,Automatic,First,21.9 ,624,37.48,4.00,3600.00
2018.00,20000.00,CNG,Manual,First,15.1,1196,73,5.00,4500.00
2019.00,16862.00,Petrol,Manual,First,20.89 ,1197,81.80,5.00,6060.00
2013.00,59254.00,Petrol,Manual,Second,17.5 ,1298,85.8,5.00,5290.00
2014.00,60000.00,Diesel,Manual,First,22.7 ,1498,89.84,5.00,5750.00
2015.00,50295.00,Petrol,Manual,First,16.1 ,,,,5800.00
2014.00,47674.00,Petrol,Manual,First,19.1 ,1197,85.8,5.00,5720.00
2014.00,61517.00,Petrol,Automatic,First,16.95 ,1197,78.9,5.00,4390.00
2016.00,62946.00,Diesel,Manual,First,15.1 ,2179,140,7.00,11050.00
2015.00,66823.00,Diesel,Manual,Second,22.54 ,1396,88.73,5.00,4830.00
2013.00,79494.00,CNG,Manual,First,33.54,998,67.04,5.00,2960.00
2012.00,107000.00,Diesel,Manual,Second,21.27 ,1396,88.76,5.00,4500.00
2011.00,55000.00,Diesel,Automatic,Second,16.46 ,2993,258,5.00,19500.00
2017.00,24000.00,Petrol,Automatic,First,14.3 ,1598,103.52,5.00,8750.00
2016.00,20002.00,Diesel,Automatic,First,14.75 ,2967,245,7.00,67000.00
2016.00,54317.00,Petrol,Manual,First,17.4 ,1497,117.3,5.00,8400.00
2016.00,10200.00,Petrol,Manual,First,19.1 ,1197,82,5.00,4990.00
2016.00,24337.00,Diesel,Manual,First,26.0 ,1498,98.6,5.00,8180.00
2012.00,79000.00,Petrol,Manual,First,18.4 ,1198,86.8,5.00,2900.00
2015.00,40500.00,Diesel,Manual,First,28.09 ,1248,88.5,5.00,7100.00
2016.00,23000.00,Diesel,Manual,First,26.59 ,1248,74,5.00,7050.00
2015.00,63050.00,Petrol,Automatic,First,11.1 ,2354,158.8,5.00,17500.00
2008.00,78000.00,Petrol,Automatic,Second,14.53 ,1794,138.1,5.00,3410.00
2005.00,70000.00,Petrol,Manual,First,0.0 ,1590,null,5.00,1300.00
2012.00,66245.00,Petrol,Manual,First,17.0 ,1497,118,5.00,5680.00
2007.00,74112.00,Diesel,Manual,First,12.05 ,2179,120,9.00,4100.00
2011.00,87670.00,Petrol,Manual,First,13.4 ,1798,157.8,5.00,4000.00
2015.00,10000.00,Diesel,Automatic,First,18.88 ,1995,184,5.00,30000.00
2007.00,62493.00,Petrol,Manual,First,15.0 ,1586,104.68,5.00,1800.00
2015.00,44620.00,Petrol,Manual,First,20.73 ,1373,91.1,5.00,6930.00
2012.00,66538.00,Diesel,Automatic,First,10.2 ,4367,308,7.00,70000.00
2013.00,60000.00,Diesel,Manual,First,12.99 ,2494,100,7.00,7900.00
2011.00,20842.00,Petrol,Manual,First,0.0 ,1086,62,5.00,2780.00
2014.00,110000.00,Diesel,Automatic,First,13.01 ,2199,194.3,7.00,14400.00
2011.00,45000.00,Petrol,Automatic,Second,11.74 ,1796,186,5.00,13500.00
2014.00,40000.00,CNG,Manual,Second,26.6,998,58.16,5.00,3150.00
2012.00,49008.00,Petrol,Manual,First,19.7 ,796,46.3,5.00,2880.00
2016.00,31000.00,Petrol,Manual,First,24.7 ,796,47.3,5.00,2150.00
2013.00,8000.00,Petrol,Manual,First,16.95 ,1498,97.7,5.00,3750.00
2019.00,171.00,Petrol,Manual,First,24.7 ,796,47.3,5.00,3600.00
2018.00,2100.00,Petrol,Manual,First,24.07 ,998,67.1,5.00,3600.00
2018.00,20667.00,Petrol,Automatic,First,18.9 ,1197,81.86,5.00,7550.00
2015.00,50000.00,Diesel,Manual,First,24.2 ,1498,98.6,7.00,4700.00
2010.00,100030.00,Diesel,Manual,Second,18.8 ,1248,90,5.00,1600.00
2011.00,75372.00,Diesel,Manual,First,16.52 ,1991,123.7,5.00,3340.00
2016.00,60475.00,Petrol,Automatic,First,18.0 ,1497,117.3,5.00,9100.00
2019.00,18453.00,Petrol,Manual,First,18.9 ,1197,81.86,5.00,6170.00
2008.00,96578.00,Diesel,Manual,First,22.0 ,1582,126.2,5.00,2500.00
2016.00,31001.00,Petrol,Manual,First,18.44 ,1198,75,5.00,3000.00
2012.00,65900.00,Diesel,Manual,First,22.32 ,1582,126.32,5.00,5750.00
2017.00,26246.00,Petrol,Manual,First,15.29 ,1591,121.3,5.00,10750.00
2013.00,62700.00,Petrol,Manual,Second,20.51 ,998,67.04,5.00,2850.00
2008.00,90000.00,Petrol,Automatic,First,10.2 ,2354,180,5.00,6500.00
2016.00,36000.00,Petrol,Automatic,First,16.8 ,1497,118,5.00,9450.00
2016.00,46000.00,Diesel,Manual,First,27.39 ,1248,74,5.00,6750.00
2017.00,73003.00,Diesel,Manual,First,26.0 ,1498,98.6,5.00,7750.00
2014.00,46566.00,Diesel,Manual,First,22.54 ,1396,88.76,5.00,4400.00
2015.00,41493.00,Diesel,Automatic,First,13.0 ,2987,265,5.00,42000.00
2014.00,103788.00,Diesel,Manual,First,19.01 ,1461,108.5,5.00,5670.00
2016.00,45000.00,Diesel,Automatic,First,19.6 ,1461,108.45,5.00,11500.00
2009.00,120000.00,Petrol,Manual,First,18.9 ,998,67.1,5.00,1690.00
2009.00,97359.00,Diesel,Manual,Second,17.1 ,1493,110,5.00,1800.00
2016.00,62000.00,Petrol,Manual,First,18.5 ,1197,85.80,5.00,3200.00
2004.00,115000.00,Petrol,Manual,Second,0.0 ,,,,1500.00
2019.00,18373.00,Diesel,Automatic,First,22.48 ,1995,187.74,5.00,45860.00
2016.00,60453.00,Petrol,Manual,First,16.47 ,1198,74,5.00,5100.00
2013.00,37000.00,Diesel,Manual,First,17.8 ,1248,null,5.00,4850.00
2010.00,69009.00,Petrol,Manual,Second,15.6 ,1196,70,5.00,2400.00
2013.00,30000.00,Diesel,Automatic,First,18.88 ,1995,184,5.00,22000.00
2012.00,70707.00,Diesel,Manual,First,22.32 ,1582,126.32,5.00,4280.00
2015.00,64677.00,Diesel,Manual,First,20.45 ,1461,83.8,5.00,5670.00
2018.00,3000.00,Petrol,Automatic,First,18.9 ,1197,81.86,5.00,6200.00
2013.00,49000.00,Diesel,Automatic,Second,17.05 ,1995,184,5.00,14490.00
2010.00,71000.00,Diesel,Manual,First,21.1 ,1248,73.9,5.00,3000.00
2010.00,52000.00,Petrol,Manual,Second,19.81 ,1086,68.05,5.00,2250.00
2016.00,35659.00,Diesel,Automatic,First,15.97 ,2993,258,7.00,43780.00
2019.00,5377.00,Petrol,Manual,First,16.8 ,1497,116.3,5.00,11450.00
2014.00,65000.00,Diesel,Automatic,First,11.18 ,2696,184,7.00,10500.00
2015.00,92708.00,Diesel,Manual,First,22.7 ,1498,89.84,5.00,7480.00
2010.00,48105.00,Petrol,Manual,First,19.7 ,796,46.3,5.00,3100.00
2011.00,46759.00,Petrol,Manual,First,16.47 ,1198,74,5.00,2550.00
2013.00,62000.00,Diesel,Manual,First,22.07 ,1199,73.9,5.00,3500.00
2012.00,35175.00,Diesel,Manual,First,22.07 ,1199,73.9,5.00,2590.00
2013.00,70000.00,Diesel,Manual,First,20.77 ,1248,88.8,7.00,5450.00
2017.00,30000.00,Diesel,Manual,First,22.77 ,1498,98.59,5.00,6000.00
2016.00,66618.00,Diesel,Automatic,First,11.36 ,2755,171.5,7.00,15490.00
2010.00,69300.00,Petrol,Automatic,Second,10.8 ,2497,150,5.00,12500.00
2017.00,148000.00,Diesel,Manual,First,23.4 ,1248,74,5.00,4750.00
2017.00,22000.00,Petrol,Manual,First,18.88 ,999,123.24,5.00,7850.00
2013.00,75000.00,Diesel,Manual,First,16.8 ,1493,110,5.00,6000.00
2016.00,43706.00,Petrol,Manual,First,17.57 ,1193,88.7,5.00,4000.00
2011.00,42000.00,Diesel,Automatic,First,14.4 ,2967,241.4,5.00,28750.00
2012.00,65000.00,Diesel,Manual,First,22.3 ,1248,74,5.00,2500.00
2015.00,76128.00,Diesel,Manual,First,26.59 ,1248,74,5.00,5500.00
2010.00,39852.00,Petrol,Manual,First,16.0 ,1368,90,5.00,1590.00
2017.00,18673.00,Petrol,Manual,First,18.6 ,1197,81.83,5.00,6220.00
2016.00,11583.00,Petrol,Manual,First,21.1 ,814,55.2,5.00,2750.00
2007.00,82000.00,Petrol,Manual,Second,0.0 ,1086,null,5.00,1350.00
2017.00,50000.00,Diesel,Automatic,First,17.9 ,2143,136,5.00,25000.00
2014.00,77000.00,Petrol,Manual,First,23.1 ,998,67.04,5.00,2800.00
2014.00,54890.00,Petrol,Manual,Second,17.8 ,1199,76.8,5.00,2450.00
2016.00,21000.00,Petrol,Automatic,First,19.0 ,1199,88.7,5.00,6350.00
2009.00,58557.00,Diesel,Automatic,Third,16.07 ,1995,181,5.00,8000.00
2014.00,70000.00,Diesel,Manual,First,19.01 ,1461,108.45,5.00,8250.00
2017.00,16000.00,Petrol,Automatic,First,17.01 ,1499,110.4,5.00,5950.00
2018.00,8899.00,Diesel,Manual,First,13.68 ,2393,147.8,7.00,19920.00
2016.00,83629.00,Diesel,Manual,First,25.44 ,936,56.3,5.00,3150.00
2014.00,35059.00,Petrol,Automatic,First,17.21 ,1798,189,4.00,5750.00
2018.00,30552.00,Diesel,Automatic,First,10.91 ,3198,197.2,7.00,32440.00
2016.00,44875.00,Diesel,Automatic,Second,22.32 ,1582,126.32,5.00,8010.00
2017.00,25095.00,Petrol,Manual,First,18.16 ,1196,86.8,5.00,6480.00
2007.00,59000.00,Petrol,Manual,First,16.1 ,796,37,4.00,750.00
2014.00,36000.00,Diesel,Manual,First,26.0 ,1498,98.6,5.00,5000.00
2012.00,37000.00,Diesel,Manual,First,16.0 ,2179,140,7.00,7750.00
2010.00,90000.00,Diesel,Manual,First,20.0 ,1399,68,5.00,2600.00
2018.00,17000.00,Petrol,Manual,First,17.0 ,1497,121.36,5.00,9200.00
2015.00,42575.00,Petrol,Manual,First,18.6 ,1197,81.83,5.00,5050.00
2012.00,131000.00,Diesel,Manual,First,12.99 ,2494,100,7.00,9600.00
2013.00,74000.00,Diesel,Manual,First,20.46 ,1461,83.8,5.00,5500.00
2013.00,47234.00,Diesel,Manual,First,12.99 ,2494,100.6,8.00,9350.00
2009.00,231673.00,Petrol,Manual,First,17.0 ,1497,118,5.00,2600.00
2016.00,10000.00,Petrol,Manual,First,24.07 ,998,67.1,5.00,3500.00
2016.00,49389.00,Petrol,Manual,First,19.49 ,1198,67.04,5.00,4260.00
2016.00,12000.00,Petrol,Automatic,Second,23.1 ,998,67.04,5.00,4250.00
2010.00,65000.00,Petrol,Manual,Second,11.7 ,1796,178,5.00,11750.00
2013.00,177000.00,Diesel,Manual,First,23.5 ,1498,88.7,5.00,3500.00
2015.00,89000.00,Petrol,Manual,First,17.01 ,1591,121.3,5.00,7500.00
2009.00,72000.00,Petrol,Automatic,Third,15.0 ,1396,100,5.00,3250.00
2012.00,49000.00,Petrol,Manual,First,17.5 ,1298,85.8,5.00,4900.00
2014.00,51355.00,Diesel,Automatic,First,14.84 ,2143,170,5.00,27000.00
2017.00,13460.00,Petrol,Manual,First,18.6 ,1197,81.86,5.00,8910.00
2014.00,35642.00,Petrol,Automatic,First,17.01 ,1591,121.4,5.00,6690.00
2014.00,52895.00,Diesel,Manual,First,17.3 ,1998,163.7,5.00,6020.00
2010.00,93000.00,Petrol,Manual,First,14.28 ,1798,138.03,5.00,4500.00
2011.00,70000.00,Petrol,Manual,First,19.0 ,998,66.1,5.00,2000.00
2012.00,32048.00,Diesel,Manual,First,23.08 ,1461,63.1,5.00,2400.00
2013.00,4700.00,Petrol,Manual,First,25.4 ,624,37.48,4.00,1200.00
2014.00,71800.00,Diesel,Manual,First,23.4 ,1248,74,5.00,2900.00
2008.00,69078.00,Petrol,Manual,First,0.0 ,,,,40880.00
2016.00,45000.00,Diesel,Automatic,First,17.32 ,1968,184,5.00,27000.00
2016.00,15388.00,Diesel,Manual,First,25.8 ,1498,98.6,5.00,7500.00
2004.00,98798.00,Petrol,Manual,First,14.7 ,1599,104,5.00,1500.00
2016.00,43000.00,Diesel,Automatic,First,14.16 ,1968,174.3,5.00,39500.00
2012.00,85112.00,Diesel,Manual,First,23.2 ,1248,73.94,5.00,3390.00
2018.00,37804.00,Diesel,Manual,First,15.4 ,2179,120,7.00,12400.00
2014.00,45000.00,Diesel,Manual,First,28.09 ,1248,88.5,5.00,6850.00
2011.00,116000.00,Diesel,Manual,Second,21.43 ,1364,138,5.00,5750.00
2015.00,100073.00,Diesel,Manual,Second,25.0 ,1396,69,5.00,2000.00
2006.00,165000.00,Petrol,Manual,First,16.1 ,796,37,4.00,900.00
2015.00,22000.00,Petrol,Manual,First,16.47 ,1198,74,5.00,3800.00
2017.00,9500.00,Petrol,Automatic,First,14.62 ,1999,149.92,5.00,16350.00
2012.00,152000.00,Diesel,Automatic,First,11.5 ,2982,169,7.00,16500.00
2019.00,17705.00,Petrol,Manual,First,21.4 ,1197,83.1,5.00,8700.00
2016.00,12000.00,Petrol,Manual,First,21.4 ,1197,83.1,5.00,6100.00
2013.00,51000.00,Diesel,Automatic,First,23.8 ,1998,112,5.00,21940.00
2009.00,42000.00,Diesel,Automatic,Second,13.0 ,2987,210,5.00,22000.00
2015.00,51000.00,Petrol,Manual,First,20.92 ,998,67.1,5.00,2650.00
2017.00,42527.00,Petrol,Manual,First,20.4 ,1197,81.80,5.00,5270.00
2014.00,45000.00,Diesel,Manual,First,22.1 ,1248,74,5.00,2480.00
2011.00,70000.00,Diesel,Manual,First,12.8 ,2494,102,8.00,6000.00
2009.00,92000.00,Diesel,Manual,First,11.5 ,2982,171,7.00,8900.00
2012.00,57156.00,Diesel,Automatic,Second,18.88 ,1995,184,5.00,18000.00
2016.00,53211.00,Petrol,Manual,First,16.8 ,1395,138.02,5.00,11640.00
2019.00,80000.00,Diesel,Manual,First,11.5 ,2982,171,7.00,8990.00
2009.00,74000.00,Diesel,Automatic,First,15.5 ,1896,105,5.00,5250.00
2011.00,37000.00,Diesel,Manual,First,23.0 ,1396,90,5.00,2950.00
2013.00,64000.00,Diesel,Manual,Second,21.02 ,1248,88.76,5.00,2650.00
2013.00,57197.00,Petrol,Manual,First,15.04 ,1598,103.6,5.00,4000.00
2016.00,55000.00,Diesel,Automatic,First,17.6 ,1582,126.2,5.00,12500.00
2014.00,33000.00,Petrol,Manual,First,21.1 ,1197,85.80,5.00,3250.00
2008.00,70000.00,Petrol,Manual,First,13.1 ,1997,141.1,5.00,4000.00
2012.00,75000.00,Diesel,Manual,Second,15.1 ,2179,140,7.00,6250.00
2016.00,58095.00,Diesel,Manual,First,21.66 ,1498,108.62,5.00,5800.00
2015.00,7445.00,Petrol,Manual,First,17.57 ,1193,88.7,5.00,5000.00
2016.00,17652.00,Diesel,Automatic,First,12.9 ,2993,270.88,5.00,58730.00
2018.00,28321.00,Petrol,Automatic,First,14.28 ,1798,138.03,5.00,17490.00
2011.00,69000.00,Petrol,Manual,Second,19.0 ,998,66.1,5.00,1950.00
2007.00,80000.00,Petrol,Automatic,First,11.1 ,2354,142,5.00,3000.00
2014.00,42365.00,Petrol,Manual,First,17.0 ,1197,80,5.00,5500.00
2013.00,123000.00,Diesel,Automatic,First,12.55 ,2982,168.5,7.00,16500.00
2011.00,40000.00,Petrol,Automatic,Second,11.74 ,1796,186,5.00,14500.00
2016.00,30112.00,Diesel,Manual,First,27.39 ,1248,74,5.00,7790.00
2017.00,43775.00,Diesel,Manual,First,20.77 ,1248,88.76,7.00,8270.00
2019.00,26013.00,Diesel,Automatic,First,12.65 ,2993,255,5.00,97070.00
2012.00,56000.00,Petrol,Manual,First,12.9 ,1598,102.5,5.00,2150.00
