Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Transmission_Manual,Fuel_Type_Petrol,First_Owner
2016,62000,Petrol,Manual,First,18.5,1197,85.8,5,3200,1,1,1
2019,18373,Diesel,Automatic,First,22.48,1995,187.74,5,45860,0,0,1
2016,60453,Petrol,Manual,First,16.47,1198,74,5,5100,1,1,1
2010,69009,Petrol,Manual,Second,15.6,1196,70,5,2400,1,1,0
2013,30000,Diesel,Automatic,First,18.88,1995,184,5,22000,0,0,1
2012,70707,Diesel,Manual,First,22.32,1582,126.32,5,4280,1,0,1
2015,64677,Diesel,Manual,First,20.45,1461,83.8,5,5670,1,0,1
2018,3000,Petrol,Automatic,First,18.9,1197,81.86,5,6200,0,1,1
2013,49000,Diesel,Automatic,Second,17.05,1995,184,5,14490,0,0,0
2010,71000,Diesel,Manual,First,21.1,1248,73.9,5,3000,1,0,1
2010,52000,Petrol,Manual,Second,19.81,1086,68.05,5,2250,1,1,0
2016,35659,Diesel,Automatic,First,15.97,2993,258,7,43780,0,0,1
2019,5377,Petrol,Manual,First,16.8,1497,116.3,5,11450,1,1,1
2014,65000,Diesel,Automatic,First,11.18,2696,184,7,10500,0,0,1
2015,92708,Diesel,Manual,First,22.7,1498,89.84,5,7480,1,0,1
2010,48105,Petrol,Manual,First,19.7,796,46.3,5,3100,1,1,1
2011,46759,Petrol,Manual,First,16.47,1198,74,5,2550,1,1,1
2013,62000,Diesel,Manual,First,22.07,1199,73.9,5,3500,1,0,1
2012,35175,Diesel,Manual,First,22.07,1199,73.9,5,2590,1,0,1
2013,70000,Diesel,Manual,First,20.77,1248,88.8,7,5450,1,0,1
2017,30000,Diesel,Manual,First,22.77,1498,98.59,5,6000,1,0,1
2016,66618,Diesel,Automatic,First,11.36,2755,171.5,7,15490,0,0,1
2010,69300,Petrol,Automatic,Second,10.8,2497,150,5,12500,0,1,0
2017,148000,Diesel,Manual,First,23.4,1248,74,5,4750,1,0,1
2017,22000,Petrol,Manual,First,18.88,999,123.24,5,7850,1,1,1
2013,75000,Diesel,Manual,First,16.8,1493,110,5,6000,1,0,1
2016,43706,Petrol,Manual,First,17.57,1193,88.7,5,4000,1,1,1
2011,42000,Diesel,Automatic,First,14.4,2967,241.4,5,28750,0,0,1
2012,65000,Diesel,Manual,First,22.3,1248,74,5,2500,1,0,1
2015,76128,Diesel,Manual,First,26.59,1248,74,5,5500,1,0,1
2010,39852,Petrol,Manual,First,16,1368,90,5,1590,1,1,1
2017,18673,Petrol,Manual,First,18.6,1197,81.83,5,6220,1,1,1
2016,11583,Petrol,Manual,First,21.1,814,55.2,5,2750,1,1,1
2017,50000,Diesel,Automatic,First,17.9,2143,136,5,25000,0,0,1
2014,77000,Petrol,Manual,First,23.1,998,67.04,5,2800,1,1,1
2014,54890,Petrol,Manual,Second,17.8,1199,76.8,5,2450,1,1,0
2016,21000,Petrol,Automatic,First,19,1199,88.7,5,6350,0,1,1
2009,58557,Diesel,Automatic,Third,16.07,1995,181,5,8000,0,0,0
2014,70000,Diesel,Manual,First,19.01,1461,108.45,5,8250,1,0,1
2017,16000,Petrol,Automatic,First,17.01,1499,110.4,5,5950,0,1,1
2018,8899,Diesel,Manual,First,13.68,2393,147.8,7,19920,1,0,1
2016,83629,Diesel,Manual,First,25.44,936,56.3,5,3150,1,0,1
2014,35059,Petrol,Automatic,First,17.21,1798,189,4,5750,0,1,1
2018,30552,Diesel,Automatic,First,10.91,3198,197.2,7,32440,0,0,1
2016,44875,Diesel,Automatic,Second,22.32,1582,126.32,5,8010,0,0,0
2017,25095,Petrol,Manual,First,18.16,1196,86.8,5,6480,1,1,1
2007,59000,Petrol,Manual,First,16.1,796,37,4,750,1,1,1
2014,36000,Diesel,Manual,First,26,1498,98.6,5,5000,1,0,1
2012,37000,Diesel,Manual,First,16,2179,140,7,7750,1,0,1
2010,90000,Diesel,Manual,First,20,1399,68,5,2600,1,0,1
2018,17000,Petrol,Manual,First,17,1497,121.36,5,9200,1,1,1
2015,42575,Petrol,Manual,First,18.6,1197,81.83,5,5050,1,1,1
2012,131000,Diesel,Manual,First,12.99,2494,100,7,9600,1,0,1
2013,74000,Diesel,Manual,First,20.46,1461,83.8,5,5500,1,0,1
2013,47234,Diesel,Manual,First,12.99,2494,100.6,8,9350,1,0,1
2009,231673,Petrol,Manual,First,17,1497,118,5,2600,1,1,1
2016,10000,Petrol,Manual,First,24.07,998,67.1,5,3500,1,1,1
2016,49389,Petrol,Manual,First,19.49,1198,67.04,5,4260,1,1,1
2016,12000,Petrol,Automatic,Second,23.1,998,67.04,5,4250,0,1,0
2010,65000,Petrol,Manual,Second,11.7,1796,178,5,11750,1,1,0
2013,177000,Diesel,Manual,First,23.5,1498,88.7,5,3500,1,0,1
2015,89000,Petrol,Manual,First,17.01,1591,121.3,5,7500,1,1,1
2009,72000,Petrol,Automatic,Third,15,1396,100,5,3250,0,1,0
2012,49000,Petrol,Manual,First,17.5,1298,85.8,5,4900,1,1,1
2014,51355,Diesel,Automatic,First,14.84,2143,170,5,27000,0,0,1
2017,13460,Petrol,Manual,First,18.6,1197,81.86,5,8910,1,1,1
2014,35642,Petrol,Automatic,First,17.01,1591,121.4,5,6690,0,1,1
2014,52895,Diesel,Manual,First,17.3,1998,163.7,5,6020,1,0,1
2010,93000,Petrol,Manual,First,14.28,1798,138.03,5,4500,1,1,1
2011,70000,Petrol,Manual,First,19,998,66.1,5,2000,1,1,1
2012,32048,Diesel,Manual,First,23.08,1461,63.1,5,2400,1,0,1
2013,4700,Petrol,Manual,First,25.4,624,37.48,4,1200,1,1,1
2014,71800,Diesel,Manual,First,23.4,1248,74,5,2900,1,0,1
2016,45000,Diesel,Automatic,First,17.32,1968,184,5,27000,0,0,1
2016,15388,Diesel,Manual,First,25.8,1498,98.6,5,7500,1,0,1
2004,98798,Petrol,Manual,First,14.7,1599,104,5,1500,1,1,1
2016,43000,Diesel,Automatic,First,14.16,1968,174.3,5,39500,0,0,1
2012,85112,Diesel,Manual,First,23.2,1248,73.94,5,3390,1,0,1
2018,37804,Diesel,Manual,First,15.4,2179,120,7,12400,1,0,1
2014,45000,Diesel,Manual,First,28.09,1248,88.5,5,6850,1,0,1
2011,116000,Diesel,Manual,Second,21.43,1364,138,5,5750,1,0,0
2015,100073,Diesel,Manual,Second,25,1396,69,5,2000,1,0,0
2006,165000,Petrol,Manual,First,16.1,796,37,4,900,1,1,1
2015,22000,Petrol,Manual,First,16.47,1198,74,5,3800,1,1,1
2017,9500,Petrol,Automatic,First,14.62,1999,149.92,5,16350,0,1,1
2012,152000,Diesel,Automatic,First,11.5,2982,169,7,16500,0,0,1
2019,17705,Petrol,Manual,First,21.4,1197,83.1,5,8700,1,1,1
2016,12000,Petrol,Manual,First,21.4,1197,83.1,5,6100,1,1,1
2013,51000,Diesel,Automatic,First,23.8,1998,112,5,21940,0,0,1
2009,42000,Diesel,Automatic,Second,13,2987,210,5,22000,0,0,0
2015,51000,Petrol,Manual,First,20.92,998,67.1,5,2650,1,1,1
2017,42527,Petrol,Manual,First,20.4,1197,81.8,5,5270,1,1,1
2014,45000,Diesel,Manual,First,22.1,1248,74,5,2480,1,0,1
2011,70000,Diesel,Manual,First,12.8,2494,102,8,6000,1,0,1
2009,92000,Diesel,Manual,First,11.5,2982,171,7,8900,1,0,1
2012,57156,Diesel,Automatic,Second,18.88,1995,184,5,18000,0,0,0
2016,53211,Petrol,Manual,First,16.8,1395,138.02,5,11640,1,1,1
2019,80000,Diesel,Manual,First,11.5,2982,171,7,8990,1,0,1
2009,74000,Diesel,Automatic,First,15.5,1896,105,5,5250,0,0,1
2011,37000,Diesel,Manual,First,23,1396,90,5,2950,1,0,1
2013,64000,Diesel,Manual,Second,21.02,1248,88.76,5,2650,1,0,0
2013,57197,Petrol,Manual,First,15.04,1598,103.6,5,4000,1,1,1
2016,55000,Diesel,Automatic,First,17.6,1582,126.2,5,12500,0,0,1
2014,33000,Petrol,Manual,First,21.1,1197,85.8,5,3250,1,1,1
2008,70000,Petrol,Manual,First,13.1,1997,141.1,5,4000,1,1,1
2012,75000,Diesel,Manual,Second,15.1,2179,140,7,6250,1,0,0
2016,58095,Diesel,Manual,First,21.66,1498,108.62,5,5800,1,0,1
2015,7445,Petrol,Manual,First,17.57,1193,88.7,5,5000,1,1,1
2016,17652,Diesel,Automatic,First,12.9,2993,270.88,5,58730,0,0,1
2018,28321,Petrol,Automatic,First,14.28,1798,138.03,5,17490,0,1,1
2011,69000,Petrol,Manual,Second,19,998,66.1,5,1950,1,1,0
2007,80000,Petrol,Automatic,First,11.1,2354,142,5,3000,0,1,1
2014,42365,Petrol,Manual,First,17,1197,80,5,5500,1,1,1
2013,123000,Diesel,Automatic,First,12.55,2982,168.5,7,16500,0,0,1
2011,40000,Petrol,Automatic,Second,11.74,1796,186,5,14500,0,1,0
2016,30112,Diesel,Manual,First,27.39,1248,74,5,7790,1,0,1
2017,43775,Diesel,Manual,First,20.77,1248,88.76,7,8270,1,0,1
2019,26013,Diesel,Automatic,First,12.65,2993,255,5,97070,0,0,1
2012,56000,Petrol,Manual,First,12.9,1598,102.5,5,2150,1,1,1
2008,95000,Petrol,Automatic,Second,12.9,1799,130,5,3000,0,1,0
2014,41089,Diesel,Automatic,First,16.09,1995,184,5,28790,0,0,1
2011,41988,Diesel,Automatic,First,20,1968,138.1,5,5450,0,0,1
2013,72486,Diesel,Manual,First,23.4,1248,74,5,3950,1,0,1
2013,92000,Diesel,Automatic,First,23.3,1984,150,5,16000,0,0,1
2013,40000,Petrol,Manual,First,17.5,1298,85.8,5,4250,1,1,1
2014,56000,Diesel,Automatic,First,12.7,2179,187.7,5,34500,0,0,1
2008,125000,Petrol,Automatic,Third,11.7,2354,177.6,5,2600,0,1,0
2017,29219,Diesel,Manual,First,12.99,2494,100.6,8,13480,1,0,1
2018,39927,Diesel,Manual,First,12.55,2982,168.5,7,32100,1,0,1
2018,38593,Petrol,Manual,First,18.7,1199,88.7,5,6170,1,1,1
2015,32000,Petrol,Manual,First,17,1497,118,5,5500,1,1,1
2017,28226,Diesel,Automatic,First,28.4,1248,73.75,5,9150,0,0,1
2014,95000,Diesel,Manual,First,21.64,1461,84.8,5,4500,1,0,1
2014,194000,Diesel,Manual,First,12.99,2494,100.6,8,10500,1,0,1
2016,14821,Petrol,Manual,First,19.4,1198,86.8,5,5370,1,1,1
2012,52000,Petrol,Manual,First,15.04,1598,103.6,5,5450,1,1,1
2016,33000,Diesel,Manual,First,16,2179,140,7,9250,1,0,1
2016,29200,Diesel,Manual,First,23,1498,98.96,5,7700,1,0,1
2012,99754,Diesel,Manual,First,17.72,1968,108.49,5,7990,1,0,1
2012,49000,Petrol,Manual,First,20.36,1197,78.9,5,3000,1,1,1
2005,299322,Diesel,Manual,First,12.8,2494,102,8,4000,1,0,1
2018,38310,Diesel,Manual,First,20.65,1248,88.7,5,6690,1,0,1
2014,56000,Diesel,Manual,First,22.9,1248,74,5,4250,1,0,1
2017,31300,Diesel,Automatic,First,21.72,1498,108.4,5,10500,0,0,1
2019,11241,Diesel,Manual,First,13.68,2393,147.8,8,22550,1,0,1
2014,48000,Petrol,Manual,Second,17.01,1591,121.3,5,5200,1,1,0
2019,23882,Petrol,Manual,First,17.4,1497,117.3,5,11870,1,1,1
2014,65000,Diesel,Manual,First,26,1498,98.6,5,6990,1,0,1
2011,50000,Diesel,Manual,First,20.54,1598,103.6,5,5000,1,0,1
2014,25000,Diesel,Automatic,First,12.19,2967,236,5,44000,0,0,1
2015,21000,Petrol,Manual,First,22.74,796,47.3,5,2790,1,1,1
2012,148000,Diesel,Manual,Second,21.12,1248,88.8,5,2900,1,0,0
2016,68000,Petrol,Manual,First,15.29,1591,121.3,5,9850,1,1,1
2014,52000,Diesel,Automatic,First,12,2987,224,7,49000,0,0,1
2016,19000,Diesel,Manual,First,16.55,2498,105,6,9250,1,0,1
2011,74000,Diesel,Manual,Second,22.32,1582,126.3,5,3750,1,0,0
2017,30279,Diesel,Manual,First,26.1,1498,99,5,7290,1,0,1
2016,20000,Diesel,Automatic,First,20.7,1496,113.98,4,23500,0,0,1
2013,34834,Petrol,Manual,First,14,796,35,5,2600,1,1,1
2015,90000,Diesel,Manual,Second,21.03,1461,65,5,3100,1,0,0
2016,38730,Diesel,Automatic,First,14.21,2143,203,5,29980,0,0,1
2016,57390,Diesel,Manual,First,19.01,1461,108.45,5,6730,1,0,1
2016,100000,Diesel,Manual,First,23.4,1248,74,5,3500,1,0,1
2011,50000,Petrol,Manual,First,16.47,1198,73.9,5,2350,1,1,1
2017,64961,Diesel,Manual,First,16,2179,140,7,16130,1,0,1
2014,72465,Petrol,Manual,First,16.47,1198,74,5,5900,1,1,1
2012,68776,Petrol,Manual,First,21.1,1197,85.8,5,3900,1,1,1
2012,68000,Diesel,Manual,First,12.8,2494,102,7,6950,1,0,1
2015,33000,Diesel,Manual,First,26,1498,98.6,5,7000,1,0,1
2017,22389,Petrol,Manual,First,17,1198,73.75,5,7230,1,1,1
2012,90000,Diesel,Manual,First,21.5,1248,88.8,5,3810,1,0,1
2012,42000,Petrol,Manual,Third,18.6,1197,85.8,5,4500,1,1,0
2017,38767,Diesel,Manual,First,19.67,1582,126.2,5,12600,1,0,1
2015,21000,Diesel,Automatic,First,12.07,2967,241.4,7,48000,0,0,1
2010,59136,Petrol,Manual,First,19.7,796,46.3,5,2960,1,1,1
2014,36000,Diesel,Manual,First,25.8,1498,98.6,5,3250,1,0,1
2011,95000,Diesel,Automatic,Second,18.33,1968,167.7,5,8500,0,0,0
2013,51000,Diesel,Automatic,First,19.5,1582,126.24,5,8750,0,0,1
2011,36411,Petrol,Manual,First,18.9,998,67.1,5,3080,1,1,1
2017,40000,Diesel,Automatic,First,12.81,1999,148.31,7,41500,0,0,1
2016,27300,Petrol,Manual,First,17.8,1497,117.3,5,7000,1,1,1
2011,29813,Petrol,Automatic,Second,14.74,1991,181.03,5,11500,0,1,0
2011,71000,Petrol,Manual,First,20.51,998,67.04,5,2600,1,1,1
2014,32000,Diesel,Manual,First,22.32,1582,126.3,5,4300,1,0,1
2017,19234,CNG,Manual,First,17.5,1373,80.46,7,8350,1,0,1
2017,50510,Diesel,Automatic,First,17.06,1968,141,5,24900,0,0,1
2011,102000,Diesel,Automatic,First,15.06,1995,177,5,13750,0,0,1
2014,42277,Diesel,Manual,First,24,1186,73.97,5,3850,1,0,1
2014,46000,Diesel,Automatic,First,13,2143,201.1,5,23250,0,0,1
2015,50000,Petrol,Manual,First,18.9,1197,82,5,5750,1,1,1
2008,62000,Petrol,Manual,Second,20.36,1197,78.9,5,1650,1,1,0
2012,78000,Diesel,Manual,First,19.33,1968,138.1,5,6500,1,0,1
2011,79000,Diesel,Manual,First,17.67,1968,138.08,5,7500,1,0,1
2019,6773,Diesel,Automatic,First,14.75,2967,245,7,72940,0,0,1
2010,135000,Diesel,Manual,Second,11.5,2982,171,7,11000,1,0,0
2013,36716,Petrol,Manual,First,18.9,1061,67,5,3020,1,1,1
2013,65060,Petrol,Manual,First,21.1,814,55.2,5,3320,1,1,1
2013,33000,Petrol,Manual,First,19.4,1198,86.8,5,3240,1,1,1
2015,11110,Petrol,Manual,First,22.74,796,47.3,5,2350,1,1,1
2013,63000,Diesel,Manual,First,15.96,2523,62.1,7,5500,1,0,1
2015,27030,Petrol,Manual,First,17.8,1497,117.3,5,6750,1,1,1
2015,19600,Petrol,Manual,First,15,1598,103.52,5,6150,1,1,1
2016,27755,Petrol,Manual,First,22,1197,81.8,5,5450,1,1,1
2013,20000,Petrol,Manual,Second,21.1,814,55.2,5,2300,1,1,0
2015,24782,Petrol,Manual,First,20.85,1197,83.14,5,6210,1,1,1
2014,47303,Petrol,Automatic,First,19.34,1198,76,5,5210,0,1,1
2008,71000,Petrol,Automatic,First,8.3,4134,250,7,11990,0,1,1
2010,135000,Diesel,Manual,First,17.8,1248,75,5,3100,1,0,1
2017,1000,Diesel,Manual,First,13.49,2179,138.03,5,7500,1,0,1
2016,29000,Diesel,Manual,First,20.14,1498,88.8,5,4000,1,0,1
2016,36367,Petrol,Manual,First,17.8,1497,117.3,5,7730,1,1,1
2015,38000,Petrol,Manual,First,17.4,1497,117.3,5,7800,1,1,1
2011,83969,Petrol,Manual,First,16.1,796,37,4,1300,1,1,1
2014,82621,Diesel,Manual,First,20.14,1498,88.8,5,4420,1,0,1
2009,89000,Diesel,Automatic,First,12.5,1991,147.9,7,4000,0,0,1
2016,54000,Diesel,Manual,First,16,2179,140,7,13000,1,0,1
2015,61691,Diesel,Manual,First,25.8,1498,98.6,5,5380,1,0,1
2011,32200,Petrol,Manual,Second,17,1197,80,5,3250,1,1,0
2016,68630,Petrol,Automatic,First,20.51,998,67,5,3870,0,1,1
2014,61000,Diesel,Automatic,Second,16.96,1968,138.03,5,8250,0,0,0
2018,32644,Petrol,Manual,First,20.73,1373,91.1,5,9280,1,1,1
2012,85000,Diesel,Automatic,First,11.79,2179,120,7,6250,0,0,1
2008,75000,Petrol,Manual,Second,15.26,1150,74.9,5,1150,1,1,0
2016,40347,Petrol,Manual,First,20.73,1373,91.2,5,7800,1,1,1
2012,60788,Diesel,Manual,First,23,1396,90,5,4500,1,0,1
2018,18664,Petrol,Manual,First,18.7,1199,88.7,5,7560,1,1,1
2017,57847,Diesel,Manual,First,16,2179,140,7,16080,1,0,1
2012,52237,Petrol,Manual,First,17,1197,80,5,4500,1,1,1
2012,128000,Diesel,Manual,First,22.32,1582,126.32,5,5000,1,0,1
2011,54000,Petrol,Manual,First,19.81,1086,68.05,5,2200,1,1,1
2014,49800,Petrol,Automatic,First,23.1,998,67.04,5,4000,0,1,1
2012,98000,Diesel,Manual,First,20.86,1199,73.9,5,2510,1,0,1
2015,60095,Diesel,Manual,First,25.2,1248,74,5,4750,1,0,1
2008,68000,Petrol,Manual,Second,16,1086,66.7,5,2000,1,1,0
2010,81402,Petrol,Manual,Second,20.36,1197,78.9,5,2100,1,1,0
2013,38000,Petrol,Automatic,First,16.5,1499,110,5,6250,0,1,1
2011,92239,Diesel,Automatic,Second,11.5,2987,210,5,10600,0,0,0
2017,49224,Diesel,Manual,First,25.2,1248,74,5,6000,1,0,1
2004,12000,Petrol,Manual,Second,16.1,796,37,4,450,1,1,0
2010,54898,Petrol,Manual,Third,16.1,1298,88.2,5,2500,1,1,0
2018,2500,Petrol,Manual,First,15.29,1591,121.3,5,12750,1,1,1
2017,32838,Diesel,Automatic,First,17.05,1995,190,5,30290,0,0,1
2006,27076,Petrol,Manual,First,13.8,1299,70,5,1600,1,1,1
2017,75445,Diesel,Manual,First,22.7,1498,89.84,5,7540,1,0,1
2015,46601,Petrol,Manual,First,20.73,1373,91.1,5,6840,1,1,1
2012,72000,Diesel,Automatic,First,18.33,1968,167.7,5,6000,0,0,1
2017,27000,Diesel,Manual,First,27.3,1498,98.6,5,8000,1,0,1
2016,68193,Diesel,Automatic,First,17.11,1968,174.33,5,24740,0,0,1
2017,34429,Diesel,Manual,First,24,1120,70,5,5500,1,0,1
2013,46000,Diesel,Automatic,First,12,2987,224,7,36000,0,0,1
2013,80544,Diesel,Manual,First,12.99,2494,100.6,7,11790,1,0,1
2011,42000,Petrol,Manual,Second,16.95,1498,97.7,5,3000,1,1,0
2011,94821,Diesel,Automatic,Second,20,1968,138.1,5,6750,0,0,0
2006,100000,Petrol,Manual,First,14.49,1399,92.7,5,1400,1,1,1
2014,57000,Diesel,Manual,First,24.2,1498,98.6,7,5750,1,0,1
2010,79894,Diesel,Manual,First,21.1,1248,73.9,5,3400,1,0,1
2011,44748,Petrol,Manual,Second,16.47,1198,73.9,5,4890,1,1,0
2013,31000,Petrol,Manual,First,13.24,1598,102.5,5,4950,1,1,1
2013,60587,Petrol,Automatic,Second,16.98,998,66.1,5,3490,0,1,0
2014,43772,Petrol,Manual,First,17,1497,118,5,6350,1,1,1
2017,23576,Petrol,Automatic,First,18.9,1197,82,5,7080,0,1,1
2017,4000,Diesel,Automatic,First,13.6,1999,177,5,38000,0,0,1
2012,62000,Diesel,Manual,First,12.05,2179,120,8,6250,1,0,1
2011,36000,Petrol,Automatic,First,11.74,1796,186,5,10150,0,1,1
2014,80000,Petrol,Automatic,First,13.7,1798,157.75,5,10750,0,1,1
2012,137008,Diesel,Automatic,First,18.1,1991,147.9,4,4650,0,0,1
2010,61001,Diesel,Manual,First,12.05,2179,120,8,4750,1,0,1
2015,52191,Petrol,Manual,First,17.1,1591,121.3,5,7780,1,1,1
2016,77076,Diesel,Manual,First,23,1396,90,5,6750,1,0,1
2008,56000,Petrol,Automatic,First,16.4,1497,78,5,2990,0,1,1
2013,21000,Petrol,Manual,First,20.36,1197,78.9,5,2350,1,1,1
2013,89429,Diesel,Manual,First,25.8,1498,98.6,5,3650,1,0,1
2012,45631,Petrol,Manual,Second,22.5,998,67.04,5,2740,1,1,0
2013,53959,Petrol,Manual,First,19.4,1198,86.8,5,3500,1,1,1
2014,55804,Petrol,Manual,First,17,1197,80,5,4760,1,1,1
2016,25899,Petrol,Manual,First,15.04,1598,103.2,5,6200,1,1,1
2008,82000,Diesel,Manual,Second,18.7,1896,66,5,2350,1,0,0
2014,52000,Diesel,Automatic,First,13,2143,204,5,24500,0,0,1
2013,20000,Petrol,Manual,First,13.24,1598,102.57,5,6000,1,1,1
2017,31829,Petrol,Manual,First,21.1,814,55.2,5,3650,1,1,1
2016,18094,Petrol,Manual,Second,18.6,1197,85.8,5,6260,1,1,0
2015,11964,Diesel,Automatic,First,13.22,2967,241.4,5,32950,0,0,1
2018,22684,Petrol,Manual,First,18.6,1197,81.83,5,7800,1,1,1
2014,43521,Petrol,Manual,First,19.4,1198,86.8,5,4250,1,1,1
2014,49386,Petrol,Manual,First,17.5,1298,85.8,5,4860,1,1,1
2017,12248,Petrol,Manual,First,18.9,1197,81.86,5,4900,1,1,1
2014,67771,Diesel,Manual,First,11.68,2498,112,8,7060,1,0,1
2015,60007,Petrol,Automatic,First,17.21,1798,189,4,4500,0,1,1
2011,48624,Petrol,Manual,First,24.07,998,67.1,5,3220,1,1,1
2014,30000,Diesel,Manual,First,22.07,1199,73.9,5,3250,1,0,1
2016,81605,Petrol,Manual,First,18.9,1197,82,5,4530,1,1,1
2017,32642,Diesel,Automatic,First,14.84,2143,170,5,34780,0,0,1
2014,34200,Petrol,Automatic,First,15.74,1591,121.3,5,6500,0,1,1
2010,72204,Petrol,Manual,First,15.7,1172,67,5,2250,1,1,1
2011,156347,Diesel,Manual,Second,12.99,2494,100,8,8000,1,0,0
2017,47357,Diesel,Automatic,First,18.49,1493,100,7,8370,0,0,1
2015,61738,Diesel,Manual,First,20.14,1498,88.8,5,5390,1,0,1
2018,32586,Diesel,Automatic,First,22.48,1995,190,5,37300,0,0,1
2018,40129,Diesel,Automatic,First,11.57,2987,254.79,5,70800,0,0,1
2012,51000,Diesel,Automatic,First,11.74,2987,254.8,5,22250,0,0,1
2018,10393,Petrol,Manual,First,18.9,1197,81.86,5,6030,1,1,1
2011,46000,Petrol,Automatic,First,13.7,1798,157.75,5,4900,0,1,1
2013,21000,Petrol,Automatic,First,16.95,1197,78.9,5,3960,0,1,1
2011,113562,Diesel,Manual,First,23,1396,90,5,4600,1,0,1
2011,100010,Diesel,Manual,Second,12.05,2179,120,8,5500,1,0,0
2013,63107,Petrol,Manual,First,19.4,1198,86.8,5,3250,1,1,1
2017,58500,Petrol,Manual,First,18.6,1197,81.83,5,6250,1,1,1
2007,90000,Diesel,Manual,Fourth & Above,10.9,2499,143,7,3000,1,0,0
2011,108242,Diesel,Manual,First,16.8,1493,110,5,4250,1,0,1
2011,146300,Diesel,Manual,First,11.5,2982,171,7,12250,1,0,1
2011,62943,Diesel,Automatic,Second,17.05,1995,184,5,10950,0,0,0
2013,65000,Diesel,Automatic,First,12.55,2982,168.5,7,16500,0,0,1
2018,1700,Petrol,Automatic,First,19,1199,88.76,5,7800,0,1,1
2013,34697,Petrol,Manual,First,19.81,1086,68.05,5,3700,1,1,1
2012,58000,Petrol,Manual,First,17,1197,80,5,4000,1,1,1
2015,32500,Diesel,Automatic,First,19.59,1995,187.74,5,26750,0,0,1
2016,58661,Diesel,Automatic,First,15.17,1968,181,5,28030,0,0,1
2017,37124,Petrol,Manual,First,20.4,1197,81.8,5,5440,1,1,1
2017,44000,Petrol,Automatic,First,21.4,1197,83.1,5,6200,0,1,1
2005,45200,Petrol,Manual,First,13.2,1495,94,5,900,1,1,1
2016,11000,Petrol,Manual,First,18.5,1197,85.8,5,3950,1,1,1
2011,65000,Petrol,Manual,Second,26,624,35,4,440,1,1,0
2012,55005,Diesel,Manual,First,20,1399,68,5,2750,1,0,1
2011,81650,Diesel,Automatic,First,18.33,1968,167.7,5,7500,0,0,1
2010,160000,Diesel,Manual,Second,19,1248,93,5,2500,1,0,0
2015,169000,Diesel,Manual,First,14.95,2489,93.7,7,5000,1,0,1
2013,67263,Petrol,Manual,First,18.9,998,67.1,5,3600,1,1,1
2012,44223,Petrol,Manual,First,17.6,1496,88.7,5,3990,1,1,1
2015,36840,Petrol,Manual,First,18.9,1197,82,5,5640,1,1,1
2014,160000,Diesel,Manual,First,12.99,2494,100,8,12000,1,0,1
2008,133000,Diesel,Manual,First,16.8,1405,62,5,700,1,0,1
2015,69123,Diesel,Automatic,First,18.88,1995,184,5,19000,0,0,1
2017,38000,Diesel,Automatic,First,10.91,3198,197,7,30480,0,0,1
2017,5500,Petrol,Manual,First,21.56,1462,103.25,5,8200,1,1,1
2015,1001,Diesel,Manual,First,25.83,1498,99,5,7550,1,0,1
2007,59000,Petrol,Manual,Third,15.26,1150,74.9,5,990,1,1,0
2011,78256,Petrol,Automatic,First,16.8,1497,118,5,4150,0,1,1
2016,90000,Petrol,Manual,First,16.95,1498,97.6,5,6200,1,1,1
2016,18000,Petrol,Manual,First,19.1,1197,85.8,5,4400,1,1,1
2012,60000,Diesel,Manual,First,20,1399,68,5,2100,1,0,1
2011,130000,Diesel,Manual,First,20.3,1248,75,5,2200,1,0,1
2018,32851,Petrol,Manual,First,18.6,1197,81.86,5,8340,1,1,1
2014,32000,Diesel,Manual,First,23.4,1248,74,5,4350,1,0,1
2014,62700,Diesel,Manual,First,22.7,1498,89.84,5,6800,1,0,1
2010,71000,Diesel,Manual,First,19.3,1248,73.9,5,3300,1,0,1
2016,19947,Petrol,Manual,First,18.9,1197,82,5,5040,1,1,1
2012,91000,Diesel,Automatic,First,11.4,2953,153.86,7,9200,0,0,1
2014,74000,Diesel,Manual,First,22.07,1199,73.9,5,5700,1,0,1
2018,55594,Diesel,Manual,First,18.49,1493,100,7,8480,1,0,1
2013,58000,Diesel,Automatic,First,11.2,2993,306,4,48000,0,0,1
2012,110224,Diesel,Manual,First,19.01,1461,108.45,5,6100,1,0,1
2010,21002,Petrol,Manual,First,22.5,998,67.04,5,2750,1,1,1
2017,121000,Diesel,Manual,First,24.52,1248,88.5,7,8000,1,0,1
2010,73513,Petrol,Manual,First,19.7,796,46.3,5,1850,1,1,1
2015,34000,Petrol,Automatic,First,20.51,998,67,5,3850,0,1,1
2017,28371,Petrol,Manual,First,15.1,1196,73,7,4740,1,1,1
2013,74755,Diesel,Manual,First,19.6,1461,108.45,5,5630,1,0,1
2011,25805,Petrol,Manual,First,18.2,1061,64,5,2620,1,1,1
2015,82603,Petrol,Manual,First,13.06,1598,102.53,5,4900,1,1,1
2006,110000,Petrol,Manual,First,13.5,1799,130,5,2650,1,1,1
2012,88000,Diesel,Manual,First,16,2179,140,7,5990,1,0,1
2011,110000,Diesel,Manual,Second,21,1461,64.1,5,2400,1,0,0
2017,15000,Petrol,Manual,First,21.7,999,67,5,4250,1,1,1
